刊物简称,Journal,年份,出版社,网址,领域,CCF推荐类别（国际学术刊物/会议）,CCF推荐类型,合并/更名为
IJPRAI,International Journal of Pattern Recognition and Artificial Intelligence,2019,World Scientific,http://dblp.uni-trier.de/db/journals/ijprai/,人工智能,推荐国际学术刊物,C类,
IJUFKS,International Journal of Uncertainty Fuzziness and Knowledge-Based System,2019,World Scientific,https://dblp.uni-trier.de/db/journals/ijufks/,人工智能,推荐国际学术刊物,C类,
IJDAR,International Journal on Document Analysis and Recognition,2019,Springer,http://dblp.uni-trier.de/db/journals/ijdar/,人工智能,推荐国际学术刊物,C类,
JETAI,Journal of Experimental & Theoretical Artificial Intelligence,2019,Taylor & Francis,http://dblp.uni-trier.de/db/journals/jetai/,人工智能,推荐国际学术刊物,C类,
KBS,Knowledge-Based Systems,2019,Elsevier,http://dblp.uni-trier.de/db/journals/kbs/,人工智能,推荐国际学术刊物,C类,
,Machine Translation,2019,Springer,http://dblp.uni-trier.de/db/journals/mt/,人工智能,推荐国际学术刊物,C类,
,Machine Vision and Applications,2019,Springer,http://dblp.uni-trier.de/db/journals/mva/,人工智能,推荐国际学术刊物,C类,
,Natural Computing,2019,Springer,http://dblp.uni-trier.de/db/journals/nc/,人工智能,推荐国际学术刊物,C类,
NLE,Natural Language Engineering,2019,Cambridge University,http://dblp.uni-trier.de/db/journals/nle/,人工智能,推荐国际学术刊物,C类,
NCA,Neural Computing & Applications,2019,Springer,http://dblp.uni-trier.de/db/journals/nca/,人工智能,推荐国际学术刊物,C类,
NPL,Neural Processing Letters,2019,Springer,http://dblp.uni-trier.de/db/journals/npl/,人工智能,推荐国际学术刊物,C类,
,Neurocomputing,2019,Elsevier,http://dblp.uni-trier.de/db/journals/ijon/,人工智能,推荐国际学术刊物,C类,
PAA,Pattern Analysis and Applications,2019,Springer,http://dblp.uni-trier.de/db/journals/paa/,人工智能,推荐国际学术刊物,C类,
PRL,Pattern Recognition Letters,2019,Elsevier,http://dblp.uni-trier.de/db/journals/prl/,人工智能,推荐国际学术刊物,C类,
,Soft Computing,2019,Springer,http://dblp.uni-trier.de/db/journals/soco/,人工智能,推荐国际学术刊物,C类,
WI,Web Intelligence,2019,IOS Press,http://dblp.uni-trier.de/db/journals/wias/,人工智能,推荐国际学术刊物,C类,
AAAI,AAAI Conference on Artificial Intelligence,2019,AAAI,http://dblp.uni-trier.de/db/conf/aaai/,人工智能,推荐国际学术会议,A类,
NeurIPS,Annual Conference on Neural Information Processing Systems,2019,MIT Press,http://dblp.uni-trier.de/db/conf/nips/,人工智能,推荐国际学术会议,A类,
ACL,Annual Meeting of the Association for Computational Linguistics,2019,ACL,http://dblp.uni-trier.de/db/conf/acl/,人工智能,推荐国际学术会议,A类,
CVPR,IEEE Conference on Computer Vision and Pattern Recognition,2019,IEEE,http://dblp.uni-trier.de/db/conf/cvpr/,人工智能,推荐国际学术会议,A类,
ICCV,International Conference on Computer Vision,2019,IEEE,http://dblp.uni-trier.de/db/conf/iccv/,人工智能,推荐国际学术会议,A类,
ICML,International Conference on Machine Learning,2019,ACM,http://dblp.uni-trier.de/db/conf/icml/,人工智能,推荐国际学术会议,A类,
IJCAI,International Joint Conference on Artificial Intelligence,2019,Morgan Kaufmann,http://dblp.uni-trier.de/db/conf/ijcai/,人工智能,推荐国际学术会议,A类,
COLT,Annual Conference on Computational Learning Theory,2019,Springer,http://dblp.uni-trier.de/db/conf/colt/,人工智能,推荐国际学术会议,B类,
EMNLP,Conference on Empirical Methods in Natural Language Processing,2019,ACL,http://dblp.uni-trier.de/db/conf/emnlp/,人工智能,推荐国际学术会议,B类,
ECAI,European Conference on Artificial Intelligence,2019,IOS Press,http://dblp.uni-trier.de/db/conf/ecai/,人工智能,推荐国际学术会议,B类,
ECCV,European Conference on Computer Vision,2019,Springer,http://dblp.uni-trier.de/db/conf/eccv/,人工智能,推荐国际学术会议,B类,
ICRA,IEEE International Conference on Robotics and Automation,2019,IEEE,http://dblp.uni-trier.de/db/conf/icra/,人工智能,推荐国际学术会议,B类,
ICAPS,International Conference on Automated Planning and Scheduling,2019,AAAI,http://dblp.uni-trier.de/db/conf/aips/,人工智能,推荐国际学术会议,B类,
ICCBR,International Conference on Case-Based Reasoning and Development,2019,Springer,http://dblp.uni-trier.de/db/conf/iccbr/,人工智能,推荐国际学术会议,B类,
COLING,International Conference on Computational Linguistics,2019,ACM,http://dblp.uni-trier.de/db/conf/coling/,人工智能,推荐国际学术会议,B类,
KR,International Conference on Principles of Knowledge Representation and Reasoning,2019,Morgan Kaufmann,http://dblp.uni-trier.de/db/conf/kr/,人工智能,推荐国际学术会议,B类,
UAI,International Conference on Uncertainty in Artificial Intelligence,2019,AUAI,http://dblp.uni-trier.de/db/conf/uai/,人工智能,推荐国际学术会议,B类,
AAMAS,International Joint Conference on Autonomous Agents and Multi-agent Systems,2019,Springer,http://dblp.uni-trier.de/db/conf/atal/index.html,人工智能,推荐国际学术会议,B类,
PPSN,Parallel Problem Solving from Nature,2019,Springer,http://dblp.uni-trier.de/db/conf/ppsn/,人工智能,推荐国际学术会议,B类,
AISTATS,Artificial Intelligence and Statistics,2019,JMLR,http://dblp.uni-trier.de/db/conf/aistats/,人工智能,推荐国际学术会议,C类,
ACCV,Asian Conference on Computer Vision,2019,Springer,http://dblp.uni-trier.de/db/conf/accv/,人工智能,推荐国际学术会议,C类,
ACML,Asian Conference on Machine Learning,2019,JMLR,http://dblp.uni-trier.de/db/conf/acml/,人工智能,推荐国际学术会议,C类,
BMVC,British Machine Vision Conference,2019,British Machine Vision Association,http://dblp.uni-trier.de/db/conf/bmvc/,人工智能,推荐国际学术会议,C类,
NLPCC,CCF International Conference on Natural Language Processing and Chinese Computing,2019,Springer,https://dblp.uni-trier.de/db/conf/nlpcc/,人工智能,推荐国际学术会议,C类,
CoNLL,Conference on Computational Natural Language Learning,2019,Association for Computational Linguistics,http://dblp.uni-trier.de/db/conf/conll,人工智能,推荐国际学术会议,C类,
GECCO,Genetic and Evolutionary Computation Conference,2019,ACM,http://dblp.uni-trier.de/db/conf/gecco/,人工智能,推荐国际学术会议,C类,
ICTAI,IEEE International Conference on Tools with Artificial Intelligence,2019,IEEE,http://dblp.uni-trier.de/db/conf/ictai/,人工智能,推荐国际学术会议,C类,
IROS,IEEE\RSJ International Conference on Intelligent Robots and Systems,2019,IEEE,http://dblp.uni-trier.de/db/conf/iros/,人工智能,推荐国际学术会议,C类,
ALT,International Conference on Algorithmic Learning Theory,2019,Springer,http://dblp.uni-trier.de/db/conf/alt/,人工智能,推荐国际学术会议,C类,
ICANN,International Conference on Artificial Neural Networks,2019,Springer,http://dblp.uni-trier.de/db/conf/icann/,人工智能,推荐国际学术会议,C类,
FG,International Conference on Automatic Face and Gesture Recognition,2019,IEEE,http://dblp.uni-trier.de/db/conf/fgr/,人工智能,推荐国际学术会议,C类,
ICDAR,International Conference on Document Analysis and Recognition,2019,IEEE,http://dblp.uni-trier.de/db/conf/icdar/,人工智能,推荐国际学术会议,C类,
ILP,International Conference on Inductive Logic Programming,2019,Springer,http://dblp.uni-trier.de/db/conf/ilp/,人工智能,推荐国际学术会议,C类,
KSEM,"International conference on Knowledge Science,Engineering and Management",2019,Springer,http://dblp.uni-trier.de/db/conf/ksem/,人工智能,推荐国际学术会议,C类,
ICONIP,International Conference on Neural Information Processing,2019,Springer,http://dblp.uni-trier.de/db/conf/iconip/,人工智能,推荐国际学术会议,C类,
ICPR,International Conference on Pattern Recognition,2019,IEEE,http://dblp.uni-trier.de/db/conf/icpr/,人工智能,推荐国际学术会议,C类,
ICB,International Joint Conference on Biometrics,2019,IEEE,http://dblp.uni-trier.de/db/conf/icb/,人工智能,推荐国际学术会议,C类,
IJCNN,International Joint Conference on Neural Networks,2019,IEEE,http://dblp.uni-trier.de/db/conf/ijcnn/,人工智能,推荐国际学术会议,C类,
PRICAI,Pacific Rim International Conference on Artificial Intelligence,2019,Springer,http://dblp.uni-trier.de/db/conf/pricai/,人工智能,推荐国际学术会议,C类,
NAACL,The Annual Conference of the North American Chapter of the Association for Computational Linguistics,2019,NAACL,http://dblp.uni-trier.de/db/conf/naacl/,人工智能,推荐国际学术会议,C类,
JACM,Journal of the ACM,2019,ACM,http://dblp.uni-trier.de/db/journals/jacm/,交叉/综合/新兴,推荐国际学术刊物,A类,
Proc. IEEE,Proceedings of the IEEE,2019,IEEE,http://dblp.uni-trier.de/db/journals/pieee/,交叉/综合/新兴,推荐国际学术刊物,A类,
,Bioinformatics,2019,Oxford University Press,http://dblp.uni-trier.de/db/journals/bioinformatics/,交叉/综合/新兴,推荐国际学术刊物,B类,
,Briefings in Bioinformatics,2019,Oxford University Press,http://dblp.uni-trier.de/db/journals/bib/,交叉/综合/新兴,推荐国际学术刊物,B类,
,Cognition,2019,Elsevier,http://www.journals.elsevier.com/cognition/,交叉/综合/新兴,推荐国际学术刊物,B类,
TASAE,IEEE Transactions on Automation Science and Engineering,2019,IEEE,http://dblp.uni-trier.de/db/journals/tase/,交叉/综合/新兴,推荐国际学术刊物,B类,
TGARS,IEEE Transactions on Geoscience and Remote Sensing,2019,IEEE,http://dblp.uni-trier.de/db/journals/tgrs/,交叉/综合/新兴,推荐国际学术刊物,B类,
TITS,IEEE Transactions on Intelligent Transportation Systems,2019,IEEE,http://dblp.uni-trier.de/db/journals/tits/,交叉/综合/新兴,推荐国际学术刊物,B类,
TMI,IEEE Transactions on Medical Imaging,2019,IEEE,http://dblp.uni-trier.de/db/journals/tmi/,交叉/综合/新兴,推荐国际学术刊物,B类,
TR,IEEE Transactions on Robotics,2019,IEEE,http://dblp.uni-trier.de/db/journals/trob/,交叉/综合/新兴,推荐国际学术刊物,B类,
TCBB,IEEE-ACM Transactions on Computational Biology and Bioinformatics,2019,IEEE/ACM,http://dblp.uni-trier.de/db/journals/tcbb/,交叉/综合/新兴,推荐国际学术刊物,B类,
JCST,Journal of Computer Science and Technology,2019,SCIENCE PRESS,http://dblp.uni-trier.de/db/journals/jcst/,交叉/综合/新兴,推荐国际学术刊物,B类,
JAMIA,Journal of the American Medical Informatics Association,2019,BMJ Journals,http://dblp.uni-trier.de/db/journals/jamia/,交叉/综合/新兴,推荐国际学术刊物,B类,
,PLOS Computational Biology,2019,Public Library of Science,http://dblp.uni-trier.de/db/journals/ploscb/,交叉/综合/新兴,推荐国际学术刊物,B类,
,Science China-Information Sciences,2019,Science in China Press /Springer,http://dblp.uni-trier.de/db/journals/chinaf/,交叉/综合/新兴,推荐国际学术刊物,B类,
,Computer Journal,2019,Oxford University Press,http://dblp.uni-trier.de/db/journals/cj/,交叉/综合/新兴,推荐国际学术刊物,B类,
,World Wide Web-Internet and Web Information Systems,2019,Springer,https://www.springer.com/journal/11280,交叉/综合/新兴,推荐国际学术刊物,B类,
,BMC Bioinformatics,2019,BioMed Central,http://dblp.uni-trier.de/db/journals/bmcbi/,交叉/综合/新兴,推荐国际学术刊物,C类,
,Cybernetics and Systems,2019,Taylor & Francis,http://dblp.uni-trier.de/db/journals/cas/,交叉/综合/新兴,推荐国际学术刊物,C类,
FCS,Frontiers of Computer Science,2019,Higher Education Press,http://dblp.uni-trier.de/db/journals/fcsc/,交叉/综合/新兴,推荐国际学术刊物,C类,
,IEEE Geoscience and Remote Sensing Letters,2019,IEEE,http://dblp.uni-trier.de/db/journals/lgrs/,交叉/综合/新兴,推荐国际学术刊物,C类,
JBHI,IEEE Journal of Biomedical and Health Informatics,2019,IEEE,http://dblp.uni-trier.de/db/journals/titb/,交叉/综合/新兴,推荐国际学术刊物,C类,
TBD,IEEE Transactions on Big Data,2019,IEEE,https://dblp.uni-trier.de/db/journals/tbd/,交叉/综合/新兴,推荐国际学术刊物,C类,
,IET Intelligent Transport Systems,2019,IET,http://digital-library.theiet.org/content/journals/iet-its,交叉/综合/新兴,推荐国际学术刊物,C类,
JBI,Journal of Biomedical Informatics,2019,Elsevier,https://dblp.uni-trier.de/db/journals/jbi/,交叉/综合/新兴,推荐国际学术刊物,C类,
,Medical Image Analysis,2019,Elsevier,http://dblp.uni-trier.de/db/journals/mia/,交叉/综合/新兴,推荐国际学术刊物,C类,
WWW,International World Wide Web Conferences,2019,ACM,http://dblp.uni-trier.de/db/conf/www/,交叉/综合/新兴,推荐国际学术会议,A类,
RTSS,Real-Time Systems Symposium,2019,IEEE,http://dblp.uni-trier.de/db/conf/rtss/,交叉/综合/新兴,推荐国际学术会议,A类,
CogSci,Cognitive Science Society Annual Conference,2019,Psychology Press,http://cognitivesciencesociety.org/conference2013/index.html,交叉/综合/新兴,推荐国际学术会议,B类,
BIBM,IEEE International Conference on Bioinformatics and Biomedicine,2019,IEEE,http://dblp.uni-trier.de/db/conf/bibm/,交叉/综合/新兴,推荐国际学术会议,B类,
EMSOFT,International Conference on Embedded Software,2019,ACM/IEEE/IFIP,http://dblp.uni-trier.de/db/conf/emsoft/,交叉/综合/新兴,推荐国际学术会议,B类,
ISMB,International conference on Intelligent Systems for Molecular Biology,2019,Oxford Journals,http://www.iscb.org/about-ismb,交叉/综合/新兴,推荐国际学术会议,B类,
RECOMB,International Conference on Research in Computational Molecular Biology,2019,Springer,http://dblp.uni-trier.de/db/conf/recomb/,交叉/综合/新兴,推荐国际学术会议,B类,
AMIA,American Medical Informatics Association Annual Symposium,2019,AMIA,http://dblp.uni-trier.de/db/conf/amia/,交叉/综合/新兴,推荐国际学术会议,C类,
APBC,Asia Pacific Bioinformatics Conference,2019,BioMed Central,http://dblp.uni-trier.de/db/conf/apbc/,交叉/综合/新兴,推荐国际学术会议,C类,
,IEEE International Conference on Big Data,2019,IEEE,https://dblp.uni-trier.de/db/conf/bigdataconf/,交叉/综合/新兴,推荐国际学术会议,C类,
,IEEE International Conference on Cloud Computing,2019,IEEE,http://dblp.uni-trier.de/db/conf/IEEEcloud/,交叉/综合/新兴,推荐国际学术会议,C类,
SMC,"IEEE International Conference on Systems, Man, and Cybernetics",2019,IEEE,https://dblp.uni-trier.de/db/conf/smc/,交叉/综合/新兴,推荐国际学术会议,C类,
COSIT,International Conference on Spatial Information Theory,2019,ACM,http://dblp.uni-trier.de/db/conf/cosit/,交叉/综合/新兴,推荐国际学术会议,C类,
ISBRA,International Symposium on Bioinformatics Research and Applications,2019,Springer,https://dblp.uni-trier.de/db/conf/isbra/,交叉/综合/新兴,推荐国际学术会议,C类,
